章节,实体1,QID,关系,实体2,QID.1
第五章,彼得罗·保利尼,Q774078,创作,《华伦斯坦之死》,A83
第一章,朱塞佩·玛丽亚·克雷斯皮,Q528620,绘制,《画家的家人》,A261
第八章,朱塞佩·玛丽亚·克雷斯皮,Q528620,创作,《画家家人》,
第八章,多纳托·克雷蒂,Q2340302,创作,《黄金马刺骑士》,A60
第八章,托马索·鲁福,Q2661419,委托,《黄金马刺骑士》,A60
第十四章,米凯莱西,Q5986198,撰写,《回忆录》,
第十五章,枢机主教德贝米斯,Q374572,撰写,《回忆录和信件》,
第一章,普桑,Q41554,绘制,《婚姻》,
第三章,彼得罗·贝尔尼尼,Q712397,创作,《基督宝血》蚀刻版画,
第十七章,吉安·洛伦佐·贝尔尼尼,Q160538,创作,《基督的宝血》,
第十七章,耶稣会,,拒绝,《基督的宝血》,
第三章,安德里亚·波佐,Q380103,绘制,《基督的葬礼》,Q1213151
第七章,富米尼,Q1432600,创作,《基督将犹太人赶出圣殿》,A69
第十五章,菲利波·法尔塞蒂,Q16556042,收藏,《基督升天》,Q2182509
第十五章,米开朗基罗,Q5592,创作,《基督升天》,Q2182509
第三章,贾钦托·布兰迪,Q1748199,创作,《基督受难》壁画,
第二章,乔瓦尼·兰弗兰科,Q447730,创作,《基督在船上安抚门徒》,A70
第十章,卢卡·卡列瓦里斯,Q2704669,绘制,《纪念弗雷德里克四世的赛舟会》,Q21716446
第十四章,乔瓦尼·巴蒂斯塔·皮亚泽塔,Q282670,创作,《祭坛上的穆西乌斯·斯卡沃拉》,A399
第九章,迪特里希,Q536581,绘制,《加尔默罗圣母像》,Q20068250
第十一章,吉安·安东尼奥·瓜尔迪,Q590969,复制,《迦拿的婚礼》,Q119929412
第八章,费迪南德大公,Q465178,委托,《迦拿的婚礼》,Q119929412
第八章,加斯帕尔·如莫尔,Q3098722,收藏,《迦拿的婚礼》,Q119929412
第八章,马蒂亚·普雷蒂,Q468632,创作,《迦拿的婚礼》,Q119929412
第十一章,吉安·安东尼奥·瓜尔迪,Q590969,复制,《坚毅》,A413
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,撰写,《交易》,
第九章,塞巴斯蒂安·里奇,Q26878812,绘制,《教皇庇护五世托马斯·阿奎纳和文森特·费雷尔》,
第一章,乔瓦尼·兰弗兰科,Q447730,创作,《教皇利奥和阿提拉》祭坛画,
第三章,皮埃尔·莱格罗斯,Q2093685,创作,《教会战胜异端》雕塑群像,
第十一章,吉安·安东尼奥·瓜尔迪,Q590969,复制,《节制》,A404
第一章,彼得罗·达·科尔托纳,Q333323,绘制,《绑架海伦》,Q118876935
第七章,圭多·雷尼,Q109061,创作,《绑架海伦》,Q118876935
第二章,乔瓦尼·达·圣乔瓦尼,Q1058463,创作,《劫夺普罗塞耳皮娜》,A471
第一章,马斯莫·斯坦茨奥内,Q982384,绘制,《杰罗姆·班克斯》,Q52218910
第一章,拉尔夫·班克斯,Q7287206,收藏,《杰罗姆·班克斯》,Q52218910
第一章,马斯莫·斯坦茨奥内,Q982384,绘制,《杰罗姆·班克斯》,Q52218910
第十三章,阿尔布里兹,Q21748854,出版,《解放耶路撒冷》,
第十三章,弗朗切斯科·格博,表中无ID,受启发,《解放耶路撒冷》,
第十三章,杰罗姆·理查德神父,表中无ID,推崇,《解放耶路撒冷》,
第十三章,罗萨尔巴·卡列拉,Q237726,订购,《解放耶路撒冷》,
第十三章,罗萨尔巴·卡列拉,Q237726,订阅,《解放耶路撒冷》,
第十三章,玛丽亚·特蕾莎女皇,Q111771530,接受,《解放耶路撒冷》,
第十三章,玛丽亚·特蕾莎女皇,Q111771530,献礼,《解放耶路撒冷》,
第十三章,佩莱格里尼,Q1358364,订购,《解放耶路撒冷》,
第十三章,佩莱格里尼,Q1358364,订阅,《解放耶路撒冷》,
第十三章,史密斯领事,Q476702,订购,《解放耶路撒冷》,
第十三章,舒伦堡元帅,Q70910,订阅,《解放耶路撒冷》,
第十三章,詹巴蒂斯塔·阿尔布里兹,Q21748854,出版,《解放耶路撒冷》,
第十三章,皮亚泽塔,Q282670,创作,《解放耶路撒冷》插图,
第十三章,皮亚泽塔,Q282670,绘制,《解放耶路撒冷》插图,
第十三章,皮亚泽塔,Q282670,创作,《解放耶路撒冷》素描,
第十三章,彼得罗·摩纳哥,Q30888067,出版,《精选作品集》,
第八章,安德烈亚·费雷里奥,Q18217670,创作,《警觉》,A295
第八章,托马索·鲁福,Q2661419,委托,《警觉》,A295
第七章,彼得·保罗·鲁本斯,Q5599,创作,《酒神》,Q3632485
第十五章,菲利波·法尔塞蒂,Q16556042,收藏,《酒神》,Q3632485
第八章,费迪南德大公,Q465178,收藏,《酒神》,Q3632485
第七章,卡洛·奇尼亚尼,Q239980,创作,《酒神》,Q3632485
第八章,尼科洛·卡萨纳,Q3341172,创作,《酒神》,Q3632485
第七章,提香,Q47551,创作,《酒神》,Q3632485
第十五章,雅各布·桑索维诺,Q202267,创作,《酒神》,Q3632485
第二章,提香,Q47551,创作,《酒神祭》,Q18600136
第二章,罗曼内利,Q2983846,创作,《酒神与阿里阿德涅》,A40
第二章,提香,Q47551,创作,《酒神与阿丽雅德妮》,Q1206860
第九章,彼得罗·隆吉,Q447058,绘制,《巨人的陨落》,A238
第九章,彼得罗·隆吉,Q447058,绘制,《巨人的陨落》,A238
第七章,巴尔达萨雷·弗兰切斯基尼,Q2403504,创作,《镌刻着国王的不朽名声的圣殿》,
第十七章,彼得·罗森伯格,Q966176,鉴定,《镌刻着国王的不朽名声的圣殿》,
第十七章,凡尔赛宫,,收藏,《镌刻着国王的不朽名声的圣殿》,
第十七章,路易吉·斯特罗齐,Q3840187,委托,《镌刻着国王的不朽名声的圣殿》,
第十七章,让·巴蒂斯特·科尔伯特,Q188971,委托,《镌刻着国王的不朽名声的圣殿》,
第十七章,巴尔达萨雷·弗兰切斯基尼,Q2403504,创作,《镌刻着国王的不朽名声的圣殿》,
第二章,鲁本斯,Q5599,创作,《君士坦丁的一生》,A253
第一章,亚历山德罗·隆吉,Q1855242,创作,《卡洛·洛多利》肖像,
第一章,委拉斯贵支,Q297,创作,《卡米洛·马斯西米》,Q2935136
第一章,拉尔夫·班克斯,Q7287206,收藏,《卡米洛·马斯西米》肖像,
第八章,费迪南德大公,Q465178,收藏,《卡纳婚姻》,
第八章,马蒂亚·普雷蒂,Q468632,创作,《卡纳婚姻》,
第八章,费迪南德大公,Q465178,收藏,《凯蒂琳阴谋》,
第八章,尼科洛·卡萨纳,Q3341172,创作,《凯蒂琳阴谋》,
第七章,彼得罗·达·科尔托纳,Q333323,创作,《凯撒帮克利奥佩特拉重返王座》,Q17175813
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,委托,《凯撒和西里西亚的海盗》,A52
第十四章,皮亚泽塔,Q282670,创作,《凯撒和西里西亚的海盗》,A52
第十四章,乔瓦尼·巴蒂斯塔·皮亚泽塔,Q282670,创作,《凯撒和西里西亚的海盗》,A52
第十二章,P. 安格洛·卡洛格拉,Q3616914,编辑,《科学和语言学手册》,
第十章,彼得罗·安东尼奥·诺维利,Q1718478,创作,《克雷萨恳求埃涅阿斯从特洛伊大火中解救其父亲安基塞斯》,A74
第一章,圭多·卡尼亚奇,Q2449649,绘制,《克里奥佩特拉之死》,Q12899375
第一章,圭多·卡尼亚奇,Q2449649,创作,《克里奥佩特拉之死》,Q12899375
第七章,亚历山德罗·图尔奇,Q507279,创作,《克里奥佩特拉之死》,Q12899375
第六章,安东尼奥·德格里·埃菲蒂,表中无ID,收藏,《克利奥帕特拉的盛宴》,
第十四章,庞培奥·巴托尼,Q505613,创作,《克利奥佩特拉》,Q124102335
第十四章,迪特里希,Q536581,创作,《克利奥佩特拉的盛宴》,Q18167078
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,委托创作,《克利奥佩特拉的盛宴》,Q18167078
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,委托,《克利奥佩特拉的盛宴》,Q18167078
第十四章,乔瓦尼·巴蒂斯塔·蒂耶波洛,Q186202,创作,《克利奥佩特拉的宴会》,
第十七章,迪特里希,Q536581,创作,《克利奥佩特拉欢宴》,
第十七章,凯瑟琳大帝,Q36450,购买,《克利奥佩特拉欢宴》,
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,委托,《空中花园》,
第八章,费迪南德大公,Q465178,收藏,《库克肖像》,A405
第八章,尼科洛·卡萨纳,Q3341172,创作,《库克肖像》,A405
第五章,德·罗西,表中无ID,收藏,《拉·福图纳》,
第五章,萨尔瓦多·罗萨,Q359421,绘制,《拉·福图纳》,
第五章,萨尔瓦多·罗萨,Q359421,创作,《拉·福图纳》,
第六章,吉安·彼得罗·贝洛里,Q714400,撰写,《拉斐尔·德乌尔比诺的图像学描述》,
第八章,克雷斯皮,Q528620,创作,《莱托把牧羊人变成青蛙》,A318
第一章,朱塞佩·左奇,Q1528741,创作,《老A.M.萨内蒂与侯爵杰里尼》,A2
第一章,萨尔瓦多·罗萨,Q359421,绘制,《雷古勒斯之死》,A229
第一章,迪特里希,Q536581,绘制,《雷佐尼可的家族婚姻寓言》,A145
第一章,迪特里希,Q536581,绘制,《雷佐尼可的家族婚姻寓言》,A145
第十四章,乔瓦尼·安东尼奥·卡纳尔,Q182664,创作,《里亚尔托的风景》,
第八章,巴利奥尼家族,,收藏,《丽贝卡和艾莉泽》,A402
第八章,费迪南德大公,Q465178,收藏,《丽贝卡和艾莉泽》,A402
第八章,弗朗切斯科·索利梅纳,Q736065,创作,《丽贝卡和艾莉泽》,A402
第十一章,弗朗西斯科·祖卡雷利,Q919093,创作,《丽贝卡与雅各布和以扫故事》系列,
第十一章,马歇尔·舒伦伯格,Q70910,收藏,《丽贝卡与雅各布和以扫故事》系列,
第八章,贝加莫圣母圣殿堂,,委托,《利未人》,A251
第八章,费迪南德大公,Q465178,收藏,《利未人》,A251
第八章,克里斯托弗·斯托勒,表中无ID,创作,《利未人》,A251
第十五章,安东尼奥·卡诺瓦,Q5547,创作,《两篮水果和鲜花》,A284
第八章,卡尔·罗思,Q670135,复制,《烈士圣彼得》,Q119906345
第八章,提齐亚诺·韦切利奥,Q47551,创作,《烈士圣彼得》,Q119906345
第七章,尼古拉斯·普桑,Q41554,创作,《灵感来源》,Q3204226
第八章,安尼巴莱·卡拉奇,Q7836,创作,《卢克蕾西亚》,Q20529027
第八章,托马索·鲁福,Q2661419,收藏,《卢克蕾西亚》,Q20529027
第三章,皮埃尔·莱格罗斯,Q2093685,制作,《路易吉·冈兹卡蒙召接受祝福》浅浮雕,
第一章,彼得罗·贝尔尼尼,Q712397,雕刻,《路易十四》雕像,
第十七章,斯维特拉娜·阿尔珀斯,Q449499,撰写,《伦勃朗的企业》,
第十二章,萨维里奥·贝蒂内利,Q1152092,出版,《论对艺术的热爱》,
第十五章,切萨雷·贝卡里亚,Q223723,出版,《论犯罪与刑罚》,
第十三章,切萨雷·贝卡里亚,Q223723,创作,《论犯罪与刑罚》,
第十一章,阿米格尼,Q380897,创作,《罗得和他的女儿们》,A338
第十七章,画家们,,创作,《罗得和他的女儿们》,A338
第七章,卡洛·洛斯,Q670135,创作,《罗得和他的女儿们》,A338
第十一章,西吉斯蒙德·施特赖特,Q90687,收藏,《罗得和他的女儿们》,A338
第二章,瓦伦丁,Q1337275,创作,《罗马的预言》,A11
第一章,瓦伦丁·德·布洛涅,Q1337275,创作,《罗马的预言》,A11
第三章,盖里·布瑞吉斯,Q5608123,著作,《罗马讲演录》,
第五章,格里马尼,Q786457,展览,《罗马历史》,A115
第五章,安东尼奥·莫利纳里,Q603707,创作,《罗马历史》系列,
第七章,圭尔奇诺,Q334262,创作,《罗马人与撒宾人科里奥兰纳斯及其母亲之间的战争》,A275
第一章,乔万·弗朗切斯科·罗曼内利,Q2983846,创作,《罗慕路斯与雷穆斯》,A343
第七章,罗曼内利,Q2983846,创作,《罗穆卢斯与瑞摩斯》,A407
第十五章,安德里亚·梅莫,Q1052776,出版,《洛多利的建筑元素》,
第十二章,安德里亚·梅莫,Q1052776,撰写,《洛多利亚建筑的元素》,
第一章,卡拉瓦乔,Q42207,绘制,《马费奥·巴尔贝里尼》,Q16596970
第十七章,巴黎科涅克杰伊博物馆,,收藏,《马克安东尼和克利奥佩特拉的欢宴》,
第十七章,迪特里希,Q536581,创作,《马克安东尼和克利奥佩特拉的欢宴》草图,
第八章,托马索·鲁福,Q2661419,收藏,《马萨内利亚》,A147
第一章,米开朗基罗·塞阔齐,Q979862,创作,《马萨涅洛的叛乱》,A267
第五章,米开朗基罗·塞阔齐,Q979862,创作,《马萨涅洛的起义》,
第五章,米开朗基罗·塞阔齐,Q979862,绘制,《马萨涅洛的起义》,
第五章,枢机主教斯帕达,表中无ID,收藏,《马萨涅洛的起义》,
第一章,彼得罗·达·科尔托纳,Q333323,绘制,《马塞洛·萨凯蒂》,A370
第一章,彼得罗·达·科尔托纳,Q333323,绘制,《马塞洛·萨凯蒂》肖像,
第一章,乔瓦尼·巴蒂斯塔·皮亚泽塔,Q282670,绘制,《马歇尔·舒伦伯格》,A362
第一章,乔瓦尼·巴蒂斯塔·皮亚泽塔,Q282670,绘制,《马歇尔·舒伦伯格》肖像,
第八章,费迪南德大公,Q465178,收藏,《玛尔叙阿斯的飞翔》,Q67203478
第八章,加斯帕尔·如莫尔,Q3098722,收藏,《玛尔叙阿斯的飞翔》,Q67203478
第八章,朱塞佩·德·里贝拉,Q297838,创作,《玛尔叙阿斯的飞翔》,Q67203478
第六章,安东尼奥·德格里·埃菲蒂,表中无ID,收藏,《迈达斯国王》,A130
第十章,卢卡·卡列瓦里斯,Q2704669,绘制,《曼彻斯特勋爵到达威尼斯》,Q98145601
第八章,格雷戈里奥·拉扎里尼,Q1384461,创作,《曼森蒂乌斯》,Q110872609
第八章,安东尼奥·鲁福,Q88949215,收藏,《盲人荷马》,Q11710021
第八章,安东尼奥·鲁福,Q88949215,退回,《盲人荷马》,Q11710021
第八章,费迪南德大公,Q465178,收藏,《盲人荷马》,Q11710021
第八章,伦勃朗·哈门松·范·莱因,Q5598,创作,《盲人荷马》,Q11710021
第九章,迪特里希,Q536581,绘制,《玫瑰经的圣母》,
第一章,贾科莫·博尔戈尼奥内,Q1366347,绘制,《美丽的比利时人》插图,A307
第五章,贾科莫·博尔戈尼奥内,Q1366347,创作,《美丽的比利时人》插图,A307
第一章,扬·米尔,Q979945,绘制,《美丽的比利时人》插图,A307
第五章,扬·米尔,Q979945,创作,《美丽的比利时人》插图,A307
第一章,迪特里希,Q536581,绘制,《米西纳斯向奥古斯都展示作品》,Q12123145
第一章,迪特里希,Q536581,构思,《米西纳斯向奥古斯都展示作品》,Q12123145
第一章,莱奥纳缇,Q5557896,雕刻,《米西纳斯向奥古斯都展示作品》,Q12123145
第一章,巴尔达萨雷·弗兰切斯基尼,Q2403504,创作,《名誉带着路易十四的名字登上不朽的圣殿》,A375
第七章,多梅尼科·圭迪,Q937081,创作,《名誉将路易十四的荣耀铭刻在时间的臂膀上》,A397
第二章,安德里亚·卡马西,Q3615565,创作,《命运三女神》,A96
第四章,卡米洛·马西斯米,Q1081443,委托,《摩西变亚伦的杖为蛇》,Q19820177
第八章,克雷斯皮,Q528620,创作,《摩西的发现》,A239
第八章,托马索·鲁福,Q2661419,委托,《摩西的发现》,A239
第八章,安东尼奥·赞奇,Q605785,创作,《摩西击石》,A393
第八章,奥塔维奥·凡尼尼,Q3357742,创作,《摩西击石》,A393
第八章,贝加莫圣母圣殿堂,,委托,《摩西击石》,A393
第八章,费迪南德大公,Q465178,收藏,《摩西击石》,A393
第四章,卡米洛·马西斯米,Q1081444,委托,《摩西践踏法老的王冠》,Q125220428
第一章,普桑,Q41554,创作,《摩西践踏法老的王冠》,Q125220428
第六章,克劳德·洛兰,Q214074,创作,《魔法城堡》,Q19574562
第六章,克劳德·洛兰,Q214074,创作,《魔法城堡》,Q19574562
第六章,洛伦佐·奥诺弗里奥·科隆纳,Q3837032,委托,《魔法城堡》,Q19574562
第八章,费迪南德大公,Q465178,收藏,《抹大拉》,Q12900942
第八章,圭多·卡尼亚奇,Q2449649,创作,《抹大拉》,Q12900942
第一章,皮尔·弗朗西斯科·莫拉,Q1192715,创作,《莫拉和西莫内利连环画》,A356
第一章,尼科洛·西蒙内利,Q97072945,创作,《莫拉和西莫内利连环画》,A356
第一章,阿戈斯蒂诺·马苏奇,Q395680,绘制,《莫拉为教皇亚历山大七世绘制肖像》,A152
第十五章,菲利波·法尔塞蒂,Q16556042,收藏,《墨丘利》,A373
第十五章,詹博洛尼亚,Q220136,创作,《墨丘利》,A373
第八章,马尔坎托尼奥·弗兰切斯基尼,Q2543592,创作,《墨丘利唤醒埃涅阿斯》,A150
第九章,迪特里希,Q536581,绘制,《沐浴的拔示巴》,A43
第十四章,迪特里希,Q536581,创作,《沐浴的戴安娜》,A221
第十四章,弗朗西斯科·阿尔加罗蒂,Q439081,委托,《沐浴的戴安娜》,A221
第十四章,乔瓦尼·巴蒂斯塔·蒂耶波洛,Q186202,创作,《沐浴的戴安娜》,A221
第十七章,画家们,,创作,《沐浴中的所罗门王》,A131
第一章,皮亚泽塔,Q282670,绘制,《牧歌》,A366
第一章,皮亚泽塔,Q282670,创作,《牧歌》,A366
第九章,迪特里希,Q536581,绘制,《拿撒勒的圣殿》,Q20185296
第五章,罗萨诺公主,结果不唯一,交换,《拿着念珠的圣母子与圣凯瑟琳和多米尼克》,A299
第五章,萨索费拉托,Q1345289,绘制,《拿着念珠的圣母子与圣凯瑟琳和多米尼克》,A299
第十一章,西吉斯蒙德·施特赖特,Q90687,收藏,《拿着烟斗和烟草袋的老人》,A164
第十一章,朱塞佩·诺加里,Q465422,创作,《拿着烟斗和烟草袋的老人》,A164
第七章,罗曼内利,Q2983846,创作,《那喀索斯》,A159
第十二章,拉扎罗·里维埃拉,表中无ID,撰写,《男子气概的培养》,
第十章,彼得罗·内格里,Q16590471,创作,《尼禄》主题作品,
第十章,马可·贝内菲尔,Q466471,创作,《尼禄》主题作品,
第十章,乔万尼·巴蒂斯塔·西马洛里,Q3766629,创作,《尼禄观看塞内卡的尸体》,A163
第十五章,彼得罗·贝尔尼尼,Q712397,创作,《尼普顿》,A162
第十五章,菲利波·法尔塞蒂,Q16556042,收藏,《尼普顿》,A162
第十四章,乔瓦尼·巴蒂斯塔·皮亚泽塔,Q282670,绘制,《牛顿主义》,
第八章,安东尼奥·赞奇,Q605785,创作,《诺亚献祭》,
第八章,费德里科·塞维里,Q1747554,创作,《诺亚献祭》,
