Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Formal_Full_Name,Normalization_Category,Wikidata_QID,Wikidata_Label,Wikidata_Description,Wikidata_Candidates
Index,Unmatched (Index),"Boncampagni, Ugo (Pope Gregory XIII)",E21 Person,,,,B,Unmatched Index Entry,Ugo Boncampagni,Person,,,,No match found
Index,Unmatched (Index),Bonfiglioli collection,E22 Man-Made Object,,,,B,Unmatched Index Entry,Bonfiglioli collection,Work,,,,No match found
Index,Unmatched (Index),"Boni, Giacomo Antonio",E21 Person,,,,B,Unmatched Index Entry,Giacomo Antonio Boni,Person,Q1053697,Giacomo Boni,Italian painter (1688-1766),Q1053697 (Giacomo Boni: Italian painter (1688-1766))
Index,Unmatched (Index),Book illustration,E28 Conceptual Object,,,,B,Unmatched Index Entry,Book illustration,Work,Q998555,book illustration,illustration which appears in books,Q998555 (book illustration: illustration which appears in books) | Q65084458 (Book Illustration: print in the National Gallery of Art (NGA 31428)) | Q65084487 (Book Illustration: print in the National Gallery of Art (NGA 31436)) | Q65084490 (Book Illustration: print in the National Gallery of Art (NGA 31438)) | Q65084463 (Book Illustration: print in the National Gallery of Art (NGA 31431))
Index,Unmatched (Index),Borghese Palace,E22 Man-Made Object,,,,B,Unmatched Index Entry,Palazzo Borghese,Place (Reclassified),Q647919,Palazzo Borghese,palace in Rome,"Q647919 (Palazzo Borghese: palace in Rome) | Q3889704 (Palazzo Borghese: mountain in province Marche) | Q3889698 (Palazzo Borghese: building in Florence, Italy) | Q27989679 (Palazzo Borghese: building in Monte Compatri, Italy) | Q86499647 (Palazzo Borghese: )"
Index,Unmatched (Index),"Borghese, Camillo (Pope Paul V)",E21 Person,,,,B,Unmatched Index Entry,Camillo Borghese,Person,Q132711,Paul V,233rd pope of the Roman Catholic Church from 1605 to 1621,"Q132711 (Paul V: 233rd pope of the Roman Catholic Church from 1605 to 1621) | Q39074437 (Camillo Borghese: Roman Catholic archbishop) | Q47468537 (Camille Borghese, 4th Prince of Sulmona: 17 Apr 1693 - 12 Sep 1763) | Q2005551 (Camillo Borghese: Wikimedia disambiguation page) | Q205779 (Camillo Borghese, 6th Prince of Sulmona: French general and Italian prince (1775–1832))"
Index,Unmatched (Index),"Borgognone, Giacomo (Jacques Courtois)",E21 Person,,,,B,Unmatched Index Entry,Giacomo Borgognone,Person,Q1366347,Jacques Courtois,Burgundian painter (1621-1676),Q1366347 (Jacques Courtois: Burgundian painter (1621-1676))
Index,Unmatched (Index),"Borgognone, Guglielmo (Guillaume Courtois)",E21 Person,,,,B,Unmatched Index Entry,Guglielmo Borgognone,Person,Q1749032,Guillaume Courtois,French painter of the Late Baroque (1628-1679),Q1749032 (Guillaume Courtois: French painter of the Late Baroque (1628-1679))
Index,Unmatched (Index),"Boscarati, Felice",E21 Person,,,,B,Unmatched Index Entry,Felice Boscarati,Person,Q5441673,Felice Boscaratti,Italian painter (1721-1807),Q5441673 (Felice Boscaratti: Italian painter (1721-1807))
Index,Unmatched (Index),"Boscovich, P.",E21 Person,,,,B,Unmatched Index Entry,P. Boscovich,Person,,,,No match found
Index,Unmatched (Index),"Bossuet, Jacques-Bénigne",E21 Person,,,,B,Unmatched Index Entry,Jacques-Bénigne Bossuet,Person,Q19943809,Jacques-Bénigne Bossuet,painting by Hyacinthe Rigaud,Q294100 (Jacques Bénigne Bossuet: French bishop and theologian (1627-1704)) | Q19943809 (Jacques-Bénigne Bossuet: painting by Hyacinthe Rigaud) | Q3158442 (Jacques Bénigne Bossuet: bishop of Troyes (1664-1743)) | Q18147168 (Jacques-Bénigne Bossuet: sculpture by Louis Desprez) | Q130291088 (Jacques-Bénigne Bossuet: Wikimedia disambiguation page)
Index,Unmatched (Index),"Bottari, Giovanni",E21 Person,,,,B,Unmatched Index Entry,Giovanni Bottari,Person,Q46612447,Giovanni Bottari,Italian chemist,Q46612447 (Giovanni Bottari: Italian chemist) | Q57503972 (Giovanni Bottari: researcher ORCID ID = 0000-0001-8392-2649) | Q93077202 (Giovanni Bottari: ) | Q3107196 (Giovanni Gaetano Bottari: Italian scholar and critic)
Index,Unmatched (Index),"Bouchardon, Edmé",E21 Person,,,,B,Unmatched Index Entry,Edmé Bouchardon,Person,,,,"Q987687 (Edme Bouchardon: French artist (1698–1762)) | Q29857305 (Edmé Bouchardon (1698–1762): painting by François-Hubert Drouais , now in Louvre) | Q104369295 (Edmé Bouchardon (1698–1762): painting by François-Hubert Drouais in Musée Carnavalet) | Q134970266 (Edme Bouchardon: ) | Q59546401 (Edme Bouchardon : his life, his work and catalogue raisonne: doctoral thesis by N. Balbaa)"
Index,Unmatched (Index),"Boucher, François",E21 Person,,,,B,Unmatched Index Entry,François Boucher,Person,Q180932,François Boucher,French painter (1703–1770),Q180932 (François Boucher: French painter (1703–1770)) | Q116702329 (François Boucher: Président Français du Monde ADFE) | Q26271918 (François Boucher: French writer) | Q18574727 (François Boucher: painting by Gustaf Lundberg) | Q99303931 (François Boucher: )
Index,Unmatched (Index),"Bracci, Pietro",E21 Person,,,,B,Unmatched Index Entry,Pietro Bracci,Person,Q1111180,Pietro Bracci,Italian sculptor (1700-1773),"Q1111180 (Pietro Bracci: Italian sculptor (1700-1773)) | Q113481157 (Pietro Braccialini: actor) | Q3903717 (Pietro Bracci: Italian poet (1864–1902)) | Q125212287 (Pietro Bracci d.J.: Italian architect, active in Rome)"
Index,Unmatched (Index),"Bracciano, Duke of",E21 Person,,,,B,Unmatched Index Entry,Of Bracciano,Person,,,,No match found
Index,Unmatched (Index),"Bracciano, Paolo Giordano I Orsini, Duke of",E21 Person,,,,B,Unmatched Index Entry,"Paolo Giordano I Orsini, of Bracciano",Person,,,,No match found
Index,Unmatched (Index),"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,,,,B,Unmatched Index Entry,"Paolo Giordona II Orsini, of Bracciano",Person,,,,No match found
Index,Unmatched (Index),"Bramante, Donato",E21 Person,,,,B,Unmatched Index Entry,Donato Bramante,Person,Q7793,Donato Bramante,Italian architect and painter (1444–1514),"Q7793 (Donato Bramante: Italian architect and painter (1444–1514)) | Q63847492 (Donato Bramante, c. 1444-1514, Architect [obverse]: sculpture in the National Gallery of Art (NGA 44666)) | Q52816521 (Donato Bramante Scientific Lyceum: scientific lyceum in Magenta, Milan, Lombardy, Italy)"
Index,Unmatched (Index),"Bramer, Leonard",E21 Person,,,,B,Unmatched Index Entry,Leonard Bramer,Person,,,,"Q979381 (Leonaert Bramer: 17th century Dutch artist known primarily for genre, religious, and history paintings (1596-1674)) | Q19324836 (Leonard Bramerstraat: street in Delft, the Netherlands) | Q19324835 (Leonard Bramerstraat: street in Alkmaar, the Netherlands)"
Index,Unmatched (Index),"Brand, Johannes Christian",E21 Person,,,,B,Unmatched Index Entry,Johannes Christian Brand,Person,,,,Q95335296 (Johannes Christian Brandstetter: )
Index,Unmatched (Index),"Breughel, Abram",E21 Person,,,,B,Unmatched Index Entry,Abram Breughel,Person,,,,No match found
Index,Unmatched (Index),"Breughel, Velvet",E21 Person,,,,B,Unmatched Index Entry,Velvet Breughel,Person,Q209050,Jan Brueghel the Elder,Flemish painter (1568–1625),Q209050 (Jan Brueghel the Elder: Flemish painter (1568–1625))
Index,Unmatched (Index),"Breuil, Toussaint du",E21 Person,,,,B,Unmatched Index Entry,Toussaint du Breuil,Person,Q386127,Toussaint Dubreuil,French painter (1561-1602),Q386127 (Toussaint Dubreuil: French painter (1561-1602))
Index,Unmatched (Index),"Breval, John",E21 Person,,,,B,Unmatched Index Entry,John Breval,Person,,,,No match found
Index,Unmatched (Index),"Brienne, Lomenie de",E21 Person,,,,B,Unmatched Index Entry,Lomenie de Brienne,Person,Q289522,Étienne Charles de Loménie de Brienne,Catholic cardinal (1727-1794),"Q289522 (Étienne Charles de Loménie de Brienne: Catholic cardinal (1727-1794)) | Q105734970 (Loménie de Brienne Sokağı: street in Toulouse, Haute-Garonne, Occitania, France)"
Index,Unmatched (Index),"Brosses, Président Charles De",E21 Person,,,,B,Unmatched Index Entry,Charles De Brosses,Person,Q725718,Charles de Brosses,French writer (1709–1777),"Q725718 (Charles de Brosses: French writer (1709–1777)) | Q50699651 (Charles de Brosses: French official) | Q103871257 (Charles de Brosses, baron de Montfalcon [brosscharl000917]: article in Electronic Enlightenment) | Q58595161 (Charles de Brosses and the French Enlightenment origins of religious fetishism: article) | Q58365502 (Charles de Brosses and Diderot: Eighteenth-century arguments concerning primitive language, particular natural languages and a national language: )"
Index,Unmatched (Index),"Brugiori, Domenico",E21 Person,,,,B,Unmatched Index Entry,Domenico Brugiori,Person,,,,No match found
Index,Unmatched (Index),"Brusasorci, Felice",E21 Person,,,,B,Unmatched Index Entry,Felice Brusasorci,Person,Q2600590,Felice Riccio,Italian painter (1542-1605),Q2600590 (Felice Riccio: Italian painter (1542-1605))
Index,Unmatched (Index),"Brydges, Grey",E21 Person,,,,B,Unmatched Index Entry,Grey Brydges,Person,,,,"Q5608123 (Grey Brydges, 5th Baron Chandos: English politician and peer)"
Index,Unmatched (Index),"Brühl, Count",E21 Person,,,,B,Unmatched Index Entry,Brühl,Person,Q996909,Brühl,family name,"Q996909 (Brühl: family name) | Q7036 (Brühl: town in the Rhein-Erft district, in North Rhine-Westphalia, Germany) | Q22962 (Brühl: municipality in Baden-Württemberg, Germany) | Q996919 (Brühl: street in Leipzig, Germany) | Q88885769 (Brühl: street in Chemnitz, Saxony, Germany)"
Index,Unmatched (Index),"Buckingham, Charles Villiers, Duke of",E21 Person,,,,B,Unmatched Index Entry,"Charles Villiers, of Buckingham",Person,,,,No match found
Index,Unmatched (Index),"Buckingham, John Sheffield, Duke of",E21 Person,,,,B,Unmatched Index Entry,"John Sheffield, of Buckingham",Person,,,,No match found
Index,Unmatched (Index),"Burlington, Lord",E21 Person,,,,B,Unmatched Index Entry,Burlington,Person,Q31058,Burlington,"city in Chittenden County, Vermont, United States","Q31058 (Burlington: city in Chittenden County, Vermont, United States) | Q34218 (Burlington: city in Halton Region, Ontario, Canada) | Q939025 (Burlington: city in and county seat of Kit Carson, Colorado, United States) | Q2446117 (Burlington: town in Hartford County, Connecticut, United States) | Q1016639 (The Burlington Magazine: academic journal)"
Index,Unmatched (Index),"Byng, Admiral",E21 Person,,,,B,Unmatched Index Entry,Admiral Byng,Person,Q4683658,Admiral Byng,Wikimedia disambiguation page,"Q88916112 (The Admiral Byng: pub in Potters Bar, UK) | Q110620809 (Admiral Byng's fleet getting underway from Spithead: painting by John Cleveley the Elder) | Q4683658 (Admiral Byng: Wikimedia disambiguation page)"
Index,Unmatched (Index),"Cadani, Stefano",E21 Person,,,,C,Unmatched Index Entry,Stefano Cadani,Person,,,,No match found
Index,Unmatched (Index),Caime,E21 Person,,,,C,Unmatched Index Entry,Caime,Person,,,,Q114724672 (Caimei Zhang: researcher) | Q45644447 (Shen Lin: Ming dynasty person CBDB = 127568) | Q67407189 (Caimei Lu: researcher) | Q87767883 (Caimei Gu: researcher) | Q18498213 (Caimercati: human settlement in Italy)
Index,Unmatched (Index),"Camerata, Giuseppe",E21 Person,,,,C,Unmatched Index Entry,Giuseppe Camerata,Person,Q5565365,Giuseppe Camerata,Italian painter (1718-1793),"Q5565365 (Giuseppe Camerata: Italian painter (1718-1793)) | Q24188358 (Giuseppe, I Camerata: painter (1668-1762)) | Q123748047 (Giuseppe Camerata nuorempi: ) | Q134516596 (Giuseppe Camerata: Wikimedia disambiguation page)"
Index,Unmatched (Index),"Camerino, Giovanni Angelo da",E21 Person,,,,C,Unmatched Index Entry,Giovanni Angelo da Camerino,Person,,,,No match found
Index,Unmatched (Index),"Canal, Gerolamo",E21 Person,,,,C,Unmatched Index Entry,Gerolamo Canal,Person,,,,No match found
Index,Unmatched (Index),"Canale, Procuratore",E21 Person,,,,C,Unmatched Index Entry,Procuratore Canale,Person,,,,No match found
Index,Unmatched (Index),Canaletto,E21 Person,,,,C,Unmatched Index Entry,Giovanni Antonio Canal,Person,Q182664,Canaletto,Italian painter of landscapes (1697–1768),"Q182664 (Canaletto: Italian painter of landscapes (1697–1768)) | Q164688 (Bernardo Bellotto: Italian artist (1722–1780)) | Q48425404 (Giovanni Antonio Canale (Canaletto) The Arsenal the Water Entrance 1732: scientific article published on March 1, 2012)"
Index,Unmatched (Index),Candiani,E21 Person,,,,C,Unmatched Index Entry,Candiani,Person,Q39726127,Candiani,family name,"Q39726127 (Candiani: family name) | Q5711393 (Audiomaster Candiani: Mexican dubbing company) | Q49614586 (Candiani Bar: ) | Q124401442 (Candiani, Vera S. (2014), Dreaming of Dry Land: Environmental Transformation in Colonial Mexico City. Stanford University Press, Stanford, 408 pp., ISBN: 978-0-8047-8805-2: journal article from 'Investigaciones Geográficas' published in 2017) | Q16965199 (Candiani: Wikimedia disambiguation page)"
Index,Unmatched (Index),Canons (Duke of Chandos),E53 Place,,,,C,Unmatched Index Entry,Canons,Place,Q56295632,Canons,electoral ward in the London borough of Harrow,"Q339332 (Premonstratensians: Roman Catholic order founded in 1120) | Q1033599 (Canons Park tube station: London Underground station) | Q56295632 (Canons: electoral ward in the London borough of Harrow) | Q1270388 (Confederation of Canons Regular of St. Augustine: order of the Catholic church; Canons regular according to St. Augustine's rule) | Q509115 (Canonsburg: borough in Washington County, Pennsylvania, United States)"
Index,Unmatched (Index),"Caprara, Marshal",E21 Person,,,,C,Unmatched Index Entry,Marshal Caprara,Person,,,,No match found
Index,Unmatched (Index),Capuchins,E74 Group,,,,C,Unmatched Index Entry,Capuchins,Place,Q124862,Order of Friars Minor Capuchin,religious order of Franciscan friars,"Q124862 (Order of Friars Minor Capuchin: religious order of Franciscan friars) | Q103895938 (Capuchins: encyclopedia article) | Q109950846 (Capuchins of Our Lady of Médoux: drawing by Henry Swinburne) | Q65945442 (Capuchins' Convent on Aigues-Mortes: convent located in Gard, in France) | Q19926232 (Capuchins at the Table among Ruins: painting by Alessandro Magnasco)"
Index,Unmatched (Index),"Caraboli, Giacomo",E21 Person,,,,C,Unmatched Index Entry,Giacomo Caraboli,Person,,,,No match found
Index,Unmatched (Index),"Carandini, Count Camillo",E21 Person,,,,C,Unmatched Index Entry,Camillo Carandini,Person,,,,No match found
Index,Unmatched (Index),"Carandini, Marchesa Elisa",E22 Man-Made Object,,,,C,Unmatched Index Entry,Elisa Carandini,Person (Reclassified),,,,No match found
Index,Unmatched (Index),"Caravaggio, Michelangelo da",E21 Person,,,,C,Unmatched Index Entry,Michelangelo da Caravaggio,Person,Q42207,Caravaggio,Italian painter (1571–1610),"Q42207 (Caravaggio: Italian painter (1571–1610)) | Q18588001 (Michelangelo Merisi da Caravaggio (c. 1573-1610), Italian artist: painting by unknown painter)"
Index,Unmatched (Index),"Carlisle, Earl of",E21 Person,,,,C,Unmatched Index Entry,Of Carlisle,Person,,,,No match found
Index,Unmatched (Index),"Carlone, Gianandrea",E21 Person,,,,C,Unmatched Index Entry,Gianandrea Carlone,Person,,,,No match found
Index,Unmatched (Index),"Carpegna, Count",E21 Person,,,,C,Unmatched Index Entry,Carpegna,Person,Q122414121,Carpegna,family name,"Q122414121 (Carpegna: family name) | Q190554 (Carpegna: Italian comune) | Q20007970 (House of Carpegna: Italian noble family) | Q30023813 (Carpegna: chief town of the homonym municipality) | Q52746253 (Carpegna G. O. Falconieri: primary school in Carpegna, Pesaro and Urbino, Marche, Italy)"
Index,Unmatched (Index),"Carpio, Marchese Del",E22 Man-Made Object,,,,C,Unmatched Index Entry,Del Carpio,Person (Reclassified),Q100435983,Del Carpio,family name,Q100435983 (Del Carpio: family name) | Q124296569 (del Carpio: family name)
Index,Unmatched (Index),"Carpioni, Giulio",E21 Person,,,,C,Unmatched Index Entry,Giulio Carpioni,Person,Q1528009,Giulio Carpioni,Italian painter (1613-1678),Q1528009 (Giulio Carpioni: Italian painter (1613-1678))
Index,Unmatched (Index),"Cars, Laurence",E21 Person,,,,C,Unmatched Index Entry,Laurence Cars,Person,,,,Q67220038 (Laurence Carson: particle physicist at University of Edinburgh)
Index,Unmatched (Index),"Casanova de Seingalt, Jacques",E21 Person,,,,C,Unmatched Index Entry,Jacques Casanova de Seingalt,Person,Q83321,Giacomo Casanova,Venetian adventurer and writer (1725–1798),Q83321 (Giacomo Casanova: Venetian adventurer and writer (1725–1798))
Index,Unmatched (Index),"Castiglione, Giovanni Benedetto",E21 Person,,,,C,Unmatched Index Entry,Giovanni Benedetto Castiglione,Person,Q40823,Giovanni Benedetto Castiglione,"Italian Baroque artist, painter, printmaker and draftsman","Q40823 (Giovanni Benedetto Castiglione: Italian Baroque artist, painter, printmaker and draftsman)"
Index,Unmatched (Index),"Castro, First and Second Wars of",E5 Event,,,,C,Unmatched Index Entry,"Castro, First and Second Wars of",Work,,,,No match found
Index,Unmatched (Index),"Castro, Jacomo di",E21 Person,,,,C,Unmatched Index Entry,Jacomo di Castro,Person,,,,No match found
Index,Unmatched (Index),Catherine the Great of Russia,E21 Person,,,,C,Unmatched Index Entry,Catherine the Great of Russia,Person,,,,No match found
Index,Unmatched (Index),"Cattaneo, Giovanni de",E21 Person,,,,C,Unmatched Index Entry,Giovanni de Cattaneo,Person,,,,No match found
Index,Unmatched (Index),"Cavagna, Giampaolo",E21 Person,,,,C,Unmatched Index Entry,Giampaolo Cavagna,Person,Q1135967,Giovanni Paolo Cavagna,"Italian painter, ca. 1550-1627","Q1135967 (Giovanni Paolo Cavagna: Italian painter, ca. 1550-1627)"
Index,Unmatched (Index),"Caylus, Comte de",E21 Person,,,,C,Unmatched Index Entry,Comte de Caylus,Person,Q2734012,"Anne Claude Philippe, Comte de Caylus",French antiquarian (1692-1765),"Q2734012 (Anne Claude Philippe, Comte de Caylus: French antiquarian (1692-1765)) | Q63517940 (Comte de Caylus: operatic character in the opera Le roi malgré lui by Emmanuel Chabrier; a French noble) | Q15803756 (Comte de Caylus: Wikimedia disambiguation page)"
